the_geom,CTLabel,BoroCode,BoroName,CT2010,BoroCT2010,CDEligibil,NTACode,NTAName,PUMA,Shape_Leng,Shape_Area
"MULTIPOLYGON (((-73.97351345120525 40.71877484470661, -73.97362017345542 40.71845869161561, -73.97381137125821 40.71790307072016, -73.97401101289168 40.71734917205552, -73.97421907136636 40.71679706992031, -73.97443551856584 40.716246838370395, -73.97466032525064 40.71569855120882, -73.97489346106225 40.7151522819761, -73.97513489452729 40.71460810394025, -73.97515865241809 40.714561606776606, -73.97517484286148 40.714529913168676, -73.97518850986313 40.714503160723936, -73.97626725842214 40.714824671807676, -73.97637620188986 40.714857139991764, -73.97642829257563 40.71487418028349, -73.97648038328862 40.71489121887632, -73.97658506307187 40.71492394733328, -73.97665038327159 40.71494518475338, -73.97663349300649 40.714968263688085, -73.97661389113854 40.7149950475974, -73.97658722034164 40.7150472898018, -73.97645701965763 40.715298586625515, -73.97723983366632 40.71548515995505, -73.97791649975211 40.715649309296474, -73.97808315714536 40.715692404270165, -73.9781907491122 40.71572610732676, -73.97829008556438 40.71575722479118, -73.9783616457685 40.715779640966, -73.97843820453252 40.71580362156111, -73.97890948629545 40.71595121227687, -73.97912825660003 40.716017370657255, -73.97953320966535 40.71613983113903, -73.97965293521976 40.716176036662375, -73.97974340952554 40.71620339635628, -73.9801771286967 40.716334547906996, -73.98027927053181 40.71636543412076, -73.98057734038952 40.716455566178, -73.98054919940786 40.71650766245558, -73.98043877763365 40.716712078978325, -73.98039018748572 40.71680202912778, -73.98030157987252 40.716966062851185, -73.98025298935426 40.71705601293969, -73.98019652778763 40.71715643844836, -73.97998938304745 40.717539948855205, -73.97996565416199 40.71759065795707, -73.97994008409641 40.71764066965364, -73.9799164106295 40.71768697179281, -73.97987472840757 40.71776849598219, -73.97984885241559 40.717819107014954, -73.97977830432156 40.71795709019996, -73.97975414969184 40.71800433204496, -73.97970709742512 40.71809636049942, -73.97968421851895 40.71814110757642, -73.97963757760313 40.71823232859401, -73.97961049768283 40.71828529545473, -73.97956362677819 40.71837696704712, -73.97954042932643 40.71842233656708, -73.97949528020378 40.71851064064391, -73.97944747572889 40.71860413839761, -73.97941610927778 40.71866548530978, -73.97907452602266 40.719318145783845, -73.97878822171182 40.719865174991305, -73.97875234984332 40.71993370610709, -73.97803122662668 40.71963834764651, -73.97722379240889 40.71930977585954, -73.97674495680937 40.71921523353875, -73.97648182438391 40.71915962886307, -73.97635525205379 40.71913288441953, -73.97610198701233 40.719080694260185, -73.97551012740009 40.718958612530166, -73.97545167545877 40.71894655942578, -73.97509520184423 40.71888074583926, -73.97497644831809 40.71887065172672, -73.97491298947072 40.718862443173826, -73.97485919971002 40.71885548008196, -73.9747424003637 40.71884079474669, -73.97468687459185 40.718841702609275, -73.97464720800973 40.7188423504188, -73.97351345120525 40.71877484470661)))",10.02,1,Manhattan,1002,1001002,E,MN28,Lower East Side,3809,6315.120148,2225016.079
"MULTIPOLYGON (((-73.97875234984332 40.71993370610709, -73.97878822171182 40.719865174991305, -73.97907452602266 40.719318145783845, -73.97941610927778 40.71866548530978, -73.97944747572889 40.71860413839761, -73.97949528020378 40.71851064064391, -73.97954042932643 40.71842233656708, -73.97956362677819 40.71837696704712, -73.97961049768283 40.71828529545473, -73.97963757760313 40.71823232859401, -73.97968421851895 40.71814110757642, -73.97970709742512 40.71809636049942, -73.97975414969184 40.71800433204496, -73.97977830432156 40.71795709019996, -73.97984885241559 40.717819107014954, -73.97987472840757 40.71776849598219, -73.9799164106295 40.71768697179281, -73.97994008409641 40.71764066965364, -73.97996565416199 40.71759065795707, -73.97998938304745 40.717539948855205, -73.98019652778763 40.71715643844836, -73.98025298935426 40.71705601293969, -73.98030157987252 40.716966062851185, -73.98039018748572 40.71680202912778, -73.98043877763365 40.716712078978325, -73.98054919940786 40.71650766245558, -73.98057734038952 40.716455566178, -73.98143786794638 40.71671799961782, -73.98228876924472 40.71697581395758, -73.98310329762201 40.717180847545485, -73.98295304337182 40.71744727084317, -73.98290245186121 40.717536976487985, -73.98273552496877 40.717832960140974, -73.98269065687418 40.717912516932, -73.98259632461925 40.71807977977807, -73.98255430885217 40.71815427662859, -73.98247747854299 40.7182905071725, -73.98339510316833 40.71857020627141, -73.98423173936621 40.71882743704575, -73.98507342254652 40.71908329385843, -73.98447731709088 40.72023423864925, -73.98386422812358 40.7213963786395, -73.98382387298197 40.72147287206694, -73.9830030870105 40.721222681078494, -73.98216615329966 40.72096885477443, -73.98130824240073 40.72070878563637, -73.97966021722523 40.720212829678665, -73.97875234984332 40.71993370610709)))",22.01,1,Manhattan,2201,1002201,E,MN28,Lower East Side,3809,5779.062501,1740173.738
"MULTIPOLYGON (((-73.94101912662057 40.7883194135816, -73.94147838154221 40.78769140377118, -73.94193736528071 40.78706467082486, -73.9423806586742 40.786425994490955, -73.94284687713288 40.785805184615434, -73.94331889400091 40.785173297875225, -73.9456952289074 40.78617300801165, -73.9462818017206 40.78642236696131, -73.94634125243485 40.78644763903269, -73.94717140129072 40.78680053464944, -73.94722908164185 40.78682505342885, -73.9472829802328 40.78684796539039, -73.94732983876548 40.786867883449375, -73.94746365512607 40.78692476757159, -73.94751076715022 40.78694479422862, -73.94771798362864 40.787032878520705, -73.9477835378246 40.787060744228796, -73.94792440877134 40.787120625020485, -73.94746093950836 40.78775317057651, -73.94732434960957 40.78794060091064, -73.9472920028576 40.78798498766695, -73.94700239162735 40.78838239260694, -73.94655555411524 40.78899620151617, -73.94647051135809 40.78911210889076, -73.94643016885851 40.789167092507945, -73.9460766869435 40.78964885965776, -73.946005367861 40.78974687370711, -73.94598640406952 40.789772935251015, -73.94563647420661 40.790253843771566, -73.94521490535054 40.790076026473365, -73.94510204352746 40.79002842193409, -73.94464525856912 40.78983574722598, -73.94454034125226 40.78979149343719, -73.94432113645126 40.78969903030023, -73.94422629720987 40.789659025509714, -73.9433959757299 40.78930877827398, -73.94101912662057 40.7883194135816)))",164,1,Manhattan,16400,1016400,E,MN33,East Harlem South,3804,5536.33637,1911374.28
"MULTIPOLYGON (((-73.93834307233847 40.83790887457905, -73.9366907872212 40.83719324953261, -73.93702353934745 40.836468947095796, -73.93738281059416 40.83569072939122, -73.93775116234004 40.83489057694064, -73.93786306234455 40.83463774986593, -73.93789684562854 40.83454732297966, -73.93793758091763 40.8344585639234, -73.93798512681778 40.834371780724055, -73.9380393183014 40.834287274550434, -73.93809996728051 40.83420533866811, -73.93816686359806 40.834126257512324, -73.93823977472066 40.83405030543633, -73.93831844760557 40.833977746015876, -73.93840260921772 40.83390883105233, -73.9384919674774 40.833843799699046, -73.93915487908122 40.83327799289751, -73.94036010629034 40.83378667201434, -73.94004852431867 40.83449121148081, -73.9398586045764 40.83492083626009, -73.93977492473527 40.83518216106007, -73.93988785911438 40.835793943723715, -73.93994981354695 40.83607748773166, -73.94010227543254 40.83694508502965, -73.93999394891452 40.83771420325181, -73.93982667856889 40.83849754530556, -73.93854811604044 40.83795399933747, -73.93834307233847 40.83790887457905)))",243.01,1,Manhattan,24301,1024301,E,MN36,Washington Heights South,3801,4730.332232,1131945.157
"MULTIPOLYGON (((-73.99709902854316 40.747205102042265, -73.99755164555451 40.7465809001299, -73.99800821980614 40.745951301940885, -73.9984865238497 40.74529416404647, -73.99897237419269 40.74463005524841, -74.00181130603194 40.74582635952347, -74.00465274349976 40.74702295303149, -74.00416830612352 40.747689292838785, -74.0039029233987 40.74805366147179, -74.0036895492012 40.7483572310753, -74.00323561087293 40.748974255373085, -74.00316116783287 40.74907642308119, -74.00312806216441 40.74912186042068, -74.00278526979149 40.749592319585126, -74.00244605043682 40.74945024654744, -74.00238537214578 40.749424831930234, -74.0022894733526 40.749384667311745, -74.00223134323552 40.74936031987141, -74.00217319862203 40.74933596670602, -74.00211163058292 40.74931018038804, -74.00201846212364 40.749271157853805, -74.00195924223054 40.74924635395366, -74.00185181200447 40.74920135670682, -74.0017945721601 40.74917738278185, -74.00168136892634 40.74912996839848, -74.00156814999323 40.7490825473702, -74.00151002106428 40.74905820056991, -74.00145748145383 40.74903619384209, -74.00140992162423 40.74901627306469, -74.00129802478135 40.748969405595325, -74.00090318324446 40.74881787461245, -73.99993697120316 40.748399318271666, -73.99898648329336 40.74799936391771, -73.99796186251879 40.74756819648389, -73.99709902854316 40.747205102042265)))",93,1,Manhattan,9300,1009300,I,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,5740.876647,1929507.136
"MULTIPOLYGON (((-73.9429236691263 40.82326058674788, -73.94350594529499 40.82262775327974, -73.94404986368137 40.82205159210504, -73.94460364603815 40.821461981188236, -73.94516004895782 40.82087904397892, -73.94607828674233 40.82126321606196, -73.94723844746235 40.82175398626675, -73.94808289749521 40.8221080215107, -73.94854029768325 40.82148762281301, -73.94992194387628 40.82207231372511, -73.94946527117916 40.822689320766465, -73.94900611422949 40.82331426967811, -73.94855300558298 40.82393999386355, -73.94809827714882 40.82456296054291, -73.94760500188686 40.8252328598631, -73.94622236660516 40.82465161919296, -73.94475648813048 40.82403155625427, -73.94384275680876 40.82364780103989, -73.9429236691263 40.82326058674788)))",227,1,Manhattan,22700,1022700,E,MN04,Hamilton Heights,3802,5486.855187,1621656.253
"MULTIPOLYGON (((-73.939602071661 40.82600258869539, -73.93986038278953 40.8256479817105, -73.94005379467463 40.825378708891456, -73.94051531157453 40.82475668713817, -73.94097178452301 40.824132355930324, -73.94142630450584 40.823507517447744, -73.94191717594461 40.822837499730916, -73.94241064829875 40.822164409931645, -73.94272246044802 40.821736581248516, -73.94276023189694 40.821684755594, -73.9428644876249 40.82154170872345, -73.9430307521367 40.82131443338395, -73.94311461596105 40.8211997943544, -73.94315128031 40.82114967576405, -73.9432103339757 40.82106895144926, -73.94327921608614 40.820974792133484, -73.94332134288402 40.8209172055953, -73.94362948786537 40.820495535124, -73.94366320855794 40.820449390948475, -73.94377634975353 40.82029456390633, -73.94516004895782 40.82087904397892, -73.94460364603815 40.821461981188236, -73.94404986368137 40.82205159210504, -73.94350594529499 40.82262775327974, -73.9429236691263 40.82326058674788, -73.94242953956318 40.82390915693551, -73.9419556972896 40.824554440623174, -73.94150312653687 40.82517136689072, -73.94104840809358 40.82579262960384, -73.94059472654733 40.82641360402926, -73.939602071661 40.82600258869539)))",259,1,Manhattan,25900,1025900,E,MN03,Central Harlem North-Polo Grounds,3803,5513.215066,812329.6737
"MULTIPOLYGON (((-73.94602913118793 40.79546149465587, -73.94627887704965 40.795128537295135, -73.94640087811095 40.794965885435424, -73.94647964483264 40.79486087414249, -73.94670982121441 40.79455270646309, -73.94685281554509 40.7943612583912, -73.94694776649007 40.794234134394245, -73.9473970717602 40.79359602154809, -73.94790156748891 40.792932563866586, -73.94802011281833 40.79298028949117, -73.94865096411178 40.79324540373718, -73.9487314282745 40.7932792183012, -73.94904537818293 40.793411151816855, -73.94912103165701 40.793442944466655, -73.94950835513187 40.79360570990068, -73.95111102372421 40.79428503532193, -73.95062885475744 40.794959591376426, -73.95015821226998 40.79558773150442, -73.94969538240491 40.79621687218125, -73.94942287749507 40.79660638416048, -73.94923327016375 40.79687199990515, -73.9488455897098 40.796704423671045, -73.94764528211446 40.79615631900582, -73.94656761174696 40.7956932387642, -73.9464503721713 40.79564285918125, -73.9461686413712 40.79552179518031, -73.94602913118793 40.79546149465587)))",174.01,1,Manhattan,17401,1017401,E,MN33,East Harlem South,3804,4175.265672,1086638.954
"MULTIPOLYGON (((-73.94509614635697 40.79676348346355, -73.94555814027444 40.796112965775244, -73.94602913118793 40.79546149465587, -73.9461686413712 40.79552179518031, -73.9464503721713 40.79564285918125, -73.94656761174696 40.7956932387642, -73.94764528211446 40.79615631900582, -73.9488455897098 40.796704423671045, -73.94923327016375 40.79687199990515, -73.94906517858914 40.79710049410614, -73.94878702811208 40.797482838502575, -73.94831125454388 40.798129217566824, -73.94722520890943 40.79767168595847, -73.94670030971349 40.797450543717986, -73.9456668471408 40.79700834433972, -73.94556506780826 40.79696479511533, -73.94522698885623 40.7968201327946, -73.94509614635697 40.79676348346355)))",174.02,1,Manhattan,17402,1017402,E,MN33,East Harlem South,3804,3109.683614,547579.1802
"MULTIPOLYGON (((-73.94703451182157 40.81582990456691, -73.94748832343838 40.81520705839359, -73.9479470491384 40.814579790784734, -73.9484192303017 40.81393787662408, -73.94883272383856 40.81336984641657, -73.94930103716369 40.812726504525926, -73.94953305032499 40.81241007894115, -73.94957203879387 40.812356905453996, -73.94975777095202 40.812103595963464, -73.94999636915064 40.8117774406171, -73.95003183919083 40.811728955125524, -73.95021573038713 40.81147757915121, -73.95067975582081 40.810842964353846, -73.95210125215377 40.811442853501546, -73.95150537330733 40.81200768513966, -73.95098203393998 40.81252162928718, -73.95092865738921 40.8125750715315, -73.95035019209122 40.81315938878726, -73.94986218985596 40.81379998043679, -73.94962668076099 40.81410004983848, -73.94962653751494 40.81410023874351, -73.94962639646741 40.81410043619326, -73.94940550546072 40.81440740900046, -73.94919960080136 40.81472085408346, -73.94900927796712 40.815039942538746, -73.94883491318197 40.81536398055568, -73.94867681807594 40.815692285514885, -73.94835601519232 40.81637430561892, -73.94703451182157 40.81582990456691)))",215,1,Manhattan,21500,1021500,E,MN03,Central Harlem North-Polo Grounds,3803,5034.471081,750499.5371
"MULTIPOLYGON (((-73.94607828674233 40.82126321606196, -73.94640289847727 40.820572042184814, -73.94671832033772 40.819894268033885, -73.94703623206826 40.81920837200811, -73.94734953979693 40.8185349982236, -73.94766641318743 40.817855509489355, -73.94800732867316 40.817116508899346, -73.94835601519232 40.81637430561892, -73.94867681807594 40.815692285514885, -73.94883491318197 40.81536398055568, -73.94900927796712 40.815039942538746, -73.94919960080136 40.81472085408346, -73.94940550546072 40.81440740900046, -73.94962639646741 40.81410043619326, -73.94962653751494 40.81410023874351, -73.94962668076099 40.81410004983848, -73.94986218985596 40.81379998043679, -73.95035019209122 40.81315938878726, -73.95092865738921 40.8125750715315, -73.95177019586494 40.812939891641165, -73.95132191153535 40.81356737770087, -73.95085937850232 40.81418715528714, -73.95297387498287 40.81507044293433, -73.95286768374612 40.81584562882752, -73.95276265944564 40.816543056704035, -73.95227185444469 40.8172206410772, -73.95176792301586 40.817908617713385, -73.9508799071185 40.81839442972193, -73.95219973177453 40.81895024825886, -73.95174483562602 40.819572617096846, -73.95082879991479 40.820827936594725, -73.95037710585417 40.82144561807925, -73.94992194387628 40.82207231372511, -73.94854029768325 40.82148762281301, -73.94808289749521 40.8221080215107, -73.94723844746235 40.82175398626675, -73.94607828674233 40.82126321606196)))",217.03,1,Manhattan,21703,1021703,I,MN06,Manhattanville,3802,9371.057781,3377609.427
"MULTIPOLYGON (((-73.9744445162572 40.75076469249245, -73.97493471192983 40.75009962760714, -73.97538295836107 40.74948305847047, -73.97584137791077 40.74888595486772, -73.97628766881861 40.7482454217712, -73.97651130725191 40.74793665641341, -73.97673494361197 40.74762789127789, -73.97718733775213 40.74701018058846, -73.97763647870381 40.74639165711357, -73.979238263006 40.74706764219585, -73.98075103568918 40.747710821805285, -73.98085054482473 40.74775037037832, -73.98040408954442 40.74836652097977, -73.97995531537467 40.74898589996825, -73.9795036935497 40.74960334440181, -73.97905508220117 40.75021854337923, -73.97860724134159 40.750842485394024, -73.97855531795128 40.75091396598892, -73.97815317039762 40.751451747304934, -73.97806635660065 40.751572180209926, -73.97767660543508 40.75211893738101, -73.97754285054947 40.752063556416324, -73.97710781138565 40.75188340606205, -73.97685152381591 40.75177649415404, -73.97604824928975 40.75144139337563, -73.9744445162572 40.75076469249245)))",80,1,Manhattan,8000,1008000,I,MN20,Murray Hill-Kips Bay,3808,5682.153473,1855976.711
"MULTIPOLYGON (((-74.00662407241973 40.731669379055276, -74.00673713358654 40.730947065550225, -74.00685682128895 40.73022823618794, -74.00697298846222 40.72949499034294, -74.00709020836817 40.72877225335333, -74.00859272105122 40.72891527738506, -74.00934962020504 40.728987556400405, -74.01054441305828 40.72910009807244, -74.01067264955414 40.729112666500264, -74.01076791505011 40.72817395831029, -74.01087083220061 40.72818049373741, -74.01100472980748 40.7281932386729, -74.01138323604764 40.7282292723672, -74.01439069932395 40.72846304752016, -74.01434461474173 40.7286221837815, -74.01421928543026 40.72952342775553, -74.01407741391147 40.7306404091879, -74.01408693559925 40.73066317304032, -74.01403796924806 40.730694218843915, -74.01401552295438 40.73068283965611, -74.01116195696483 40.730450676349065, -74.01108642940429 40.73128902958227, -74.01099350879161 40.732320417940606, -74.01062973156417 40.73235839500943, -74.01044984980383 40.73237717410889, -74.01035266121572 40.73238522399289, -74.01023707839767 40.73240086069732, -74.00986909262001 40.732450643675925, -74.00863334319907 40.73264311783988, -74.00752283641408 40.73285235694701, -74.00640707693229 40.733053940056095, -74.00650135252424 40.73242587553643, -74.00662407241973 40.731669379055276)))",69,1,Manhattan,6900,1006900,I,MN23,West Village,3810,7534.928738,2350820.932
"MULTIPOLYGON (((-74.00596017976531 40.7358450073355, -74.00606869860027 40.73513321412619, -74.00618179718818 40.73443913189953, -74.00629424235076 40.733742042262556, -74.00640707693229 40.733053940056095, -74.00752283641408 40.73285235694701, -74.00863334319907 40.73264311783988, -74.00986909262001 40.732450643675925, -74.01023707839767 40.73240086069732, -74.01035266121572 40.73238522399289, -74.01044984980383 40.73237717410889, -74.01062973156417 40.73235839500943, -74.01099350879161 40.732320417940606, -74.0109412737414 40.7330203133413, -74.01400220214613 40.73306800179548, -74.01399957240972 40.733332277517746, -74.01090389883292 40.733297617139584, -74.01089840712447 40.73335120737601, -74.01087119573029 40.733352611094254, -74.01084459816059 40.73335720268063, -74.01081925585304 40.73336487140264, -74.01079577997339 40.7333754323183, -74.01077473667667 40.7333886307362, -74.01075663345345 40.733404148357714, -74.01074330018113 40.73342264731274, -74.01073424450216 40.733442587938015, -74.01072972413166 40.73346340275278, -74.01072986771712 40.73348449939765, -74.01073467117666 40.733505277492206, -74.0107439978148 40.73352514572091, -74.01075758221214 40.7335435386613, -74.01077503777836 40.73355993287511, -74.0107908619679 40.73357075531684, -74.01080865013034 40.733579639406194, -74.01082799567195 40.733586382074364, -74.01084845640057 40.733590829200175, -74.01086956463324 40.73359287913304, -74.01083284563228 40.73400709451359, -74.01201792010481 40.73406374445636, -74.01200124222409 40.73433840166879, -74.01081359479117 40.73428344364761, -74.0107879833173 40.73454829384438, -74.01070922910387 40.735362872140186, -74.01064292083959 40.73604869770484, -74.01026933925428 40.7360160004773, -74.01014043761576 40.736004717770186, -74.01003351087182 40.73600245832547, -74.00993003083785 40.736004349119305, -74.00832244838013 40.73618735122018, -74.00662031966313 40.73643169742551, -74.00582871056184 40.73653385158858, -74.00596017976531 40.7358450073355)))",75,1,Manhattan,7500,1007500,I,MN23,West Village,3810,7698.718069,1777784.906
"MULTIPOLYGON (((-73.96890797166596 40.75011244324755, -73.96932031435978 40.74951697484289, -73.96954460649735 40.74920504543016, -73.96959343247563 40.74913932107508, -73.96980719639937 40.74885156623032, -73.96984501517464 40.74880065288127, -73.97031778684028 40.748158057087835, -73.97036560342252 40.74809451148367, -73.97078031711013 40.747543471933774, -73.97122806189915 40.74691917069021, -73.9727379196255 40.74755799027383, -73.97360737921298 40.747925454868664, -73.97497000707213 40.74850184948496, -73.97584137791077 40.74888595486772, -73.97538295836107 40.74948305847047, -73.97493471192983 40.75009962760714, -73.9744445162572 40.75076469249245, -73.97395914727232 40.75144102127745, -73.97350255883224 40.7520649316528, -73.9712623444927 40.75112224029443, -73.96895616191361 40.75013124346129, -73.96890797166596 40.75011244324755)))",88,1,Manhattan,8800,1008800,I,MN19,Turtle Bay-East Midtown,3808,5580.276716,1946103.253
"MULTIPOLYGON (((-73.96661581699016 40.753243425941825, -73.96665543158957 40.753188784726554, -73.96677887030859 40.75301878766003, -73.96694827417969 40.75278548785584, -73.96706733864346 40.75262067582209, -73.96719240956456 40.75245078581486, -73.9675877591538 40.75189444802726, -73.96772833034517 40.75169508004063, -73.9677770553978 40.7516259710828, -73.96797381597473 40.75136572561169, -73.96842681247053 40.75076366842843, -73.96890797166596 40.75011244324755, -73.96895616191361 40.75013124346129, -73.9712623444927 40.75112224029443, -73.97350255883224 40.7520649316528, -73.97304502578382 40.752691622383225, -73.97258875034497 40.7533178883702, -73.97213617367579 40.753943234509755, -73.97167699225902 40.754569631098974, -73.9712170446509 40.75519332425511, -73.96897803741398 40.75425053544146, -73.96661581699016 40.753243425941825)))",90,1,Manhattan,9000,1009000,I,MN19,Turtle Bay-East Midtown,3808,5527.209827,1906164.213
"MULTIPOLYGON (((-73.99995620864664 40.7180170950872, -74.00027443693311 40.717619402107715, -74.00081842515502 40.71692970784942, -74.00168306201294 40.71574412326425, -74.00211455770958 40.71515891016289, -74.00245393220686 40.71478982036135, -74.00272286179334 40.71438970926269, -74.00321983078315 40.7140362370597, -74.00360280397288 40.71364543042642, -74.00405900803752 40.71313479025533, -74.00421405367513 40.712980743144804, -74.00429113891562 40.71290782569592, -74.00470652349652 40.71257401517032, -74.00485768087738 40.71245254111695, -74.00498716656529 40.712374857176776, -74.00512712552712 40.7123067737626, -74.00527561958654 40.712249440495356, -74.00543047939847 40.71220369574963, -74.00558932954138 40.712170053755585, -74.00574044668762 40.71208875753897, -74.0060691758846 40.71200842891351, -74.00613488810247 40.711948152740675, -74.00698584118983 40.711737498536074, -74.00738921542694 40.71164226960667, -74.00746749369499 40.711566902706856, -74.00796787779458 40.71144733262069, -74.00834761045074 40.71135854555394, -74.00860085403339 40.711392239709006, -74.00837628448102 40.71165644583119, -74.00809981813346 40.71199440389701, -74.00766570343171 40.712532642509515, -74.00722450265069 40.71305527307982, -74.00675320447046 40.71361858007207, -74.0063096953345 40.71416582661875, -74.00588849670278 40.714677285187236, -74.00541948410387 40.715236057055, -74.00497612830914 40.7157599398956, -74.00453350044046 40.716279913063644, -74.00419822714443 40.71667045020284, -74.00402602553372 40.71687101818719, -74.0035324467371 40.717449431111895, -74.00304533455173 40.71802581664017, -74.00253798655906 40.71862688357915, -74.00209161602501 40.71915339284905, -74.0018840624343 40.71939757079042, -74.00140055682628 40.7190526207015, -74.0012727340627 40.71896142644597, -74.00053195521238 40.71843023901407, -73.99995620864664 40.7180170950872)))",31,1,Manhattan,3100,1003100,I,MN24,SoHo-TriBeCa-Civic Center-Little Italy,3810,7779.856884,2207846.663
"MULTIPOLYGON (((-73.99502134649184 40.703147869246756, -73.99504592748332 40.703131839799596, -73.99544564312076 40.703275305471806, -73.9952934670094 40.70355406589801, -73.99498203312831 40.703381715535215, -73.99480038274876 40.70329195814202, -73.99502134649184 40.703147869246756)), ((-73.99476934191574 40.70395289495359, -73.9948823990244 40.70378802583743, -73.99491043069526 40.703797315958774, -73.99492964609257 40.7037713150838, -73.99502925916454 40.703808200868025, -73.99488204726416 40.70400865389519, -73.9948363743527 40.70398633908102, -73.99476934191574 40.70395289495359)), ((-74.0049067463782 40.71197227873334, -74.00473337727374 40.71187604475675, -74.00466676061521 40.711842913590296, -74.00459760452843 40.71181294638122, -74.00452616820698 40.711786255443776, -74.0041929661671 40.71167093260087, -74.00409614335899 40.711635239908105, -74.00400134381194 40.711596530068476, -74.00390872981325 40.71155486935077, -74.00381846018125 40.71151032916756, -74.00373068916318 40.71146298569071, -74.00364556701068 40.71141291996852, -74.0035314425809 40.711392145153084, -74.0033318473381 40.711242083436154, -74.00328686348293 40.71120724883046, -74.00276772825482 40.710789302045, -74.0026763453774 40.71071582635772, -74.00173689006438 40.709960170032204, -74.00155908170454 40.70981710784753, -74.00147140298134 40.709746554323274, -74.00134439847692 40.709646292958965, -74.00055004887027 40.709017917299526, -74.00026566682735 40.708792949417095, -74.00019103138905 40.708733912362156, -74.00012359123085 40.70868451877816, -74.00000765523289 40.70859961948384, -73.99992936357589 40.708536817087335, -73.99981193858524 40.708442614480724, -73.99956273366946 40.7082364831476, -73.99944281374432 40.70813655675659, -73.9993995500764 40.70810033836019, -73.9993619558228 40.70807228658835, -73.99928731116871 40.7080166031688, -73.99919451108859 40.7079473763515, -73.99925945470778 40.70791402131044, -73.99932632675433 40.70787967649396, -73.99938225177367 40.70784154932154, -73.99942129138616 40.70781893705535, -73.999460330752 40.707796326451096, -73.99952324941074 40.70776262865816, -73.9995121136476 40.707748706609124, -73.99949062474629 40.70772184522503, -73.99953839659457 40.70769347002568, -73.99955121325503 40.70769435277653, -73.99957149513797 40.707717198185904, -73.99960948039256 40.707759973176316, -73.99988297085227 40.70762408603533, -73.99994855949797 40.70759149637101, -73.99994505655118 40.70758262698334, -73.99994855952328 40.70755869155377, -73.99995671262313 40.70753119885588, -73.99997222648804 40.70750639882206, -73.99999645016034 40.70749164789853, -74.0001386885915 40.707405054407545, -74.00023380525768 40.70734714248686, -74.00040027832037 40.70726027957073, -74.00055247932062 40.707184275923, -74.00077175219111 40.70708014820079, -74.00084973367694 40.70704311913915, -74.0008825909763 40.707025253300536, -74.00118685262835 40.70685982577179, -74.00113130577209 40.70679905068455, -74.00122367538829 40.70674526164777, -74.00123213691974 40.706740336931006, -74.00122701299965 40.70673486990649, -74.00116039022585 40.70666372083433, -74.00117521610991 40.70664874526917, -74.0011691334155 40.706639497667766, -74.00117643567695 40.706635058795406, -74.00117602079688 40.70662757435901, -74.0009827669174 40.706416712992954, -74.00140533024062 40.706180135207894, -74.00140666691962 40.70617938802067, -74.00140581495849 40.706178612883164, -74.00058297047987 40.705433933648926, -74.00059240209356 40.70541007941354, -74.0008241754993 40.70526711251575, -74.00143661179409 40.70487217770526, -74.00145437418854 40.70487330343209, -74.00146085831688 40.70487371781211, -74.00183509983022 40.70521225882241, -74.00205517727986 40.70541134986926, -74.00206142563813 40.70541700463562, -74.00206282150607 40.705416077347984, -74.0021227875247 40.7053790026725, -74.00215818348556 40.70535711911855, -74.00256965059474 40.705523579523536, -74.0029541720534 40.70602711543092, -74.00296019059795 40.70603499725935, -74.00296530101218 40.70604168933333, -74.00299474563056 40.70608024644328, -74.0030261525965 40.70610867530746, -74.00306957028401 40.70614280311556, -74.00316110459232 40.70623201485409, -74.00360537978143 40.70678059290909, -74.00372234855861 40.70693234377093, -74.00392127465652 40.70723974468238, -74.00405660228455 40.70743678065678, -74.00432857285529 40.7078234957824, -74.00481660021647 40.70839029098941, -74.00510425933315 40.708746807328474, -74.00526217268654 40.708920710551304, -74.00551252989635 40.70909340816241, -74.00643549157515 40.709557321373495, -74.00705335878452 40.7098719506929, -74.0077446659656 40.71022077391482, -74.00906264791013 40.71088670361993, -74.00860085403339 40.711392239709006, -74.00834761045074 40.71135854555394, -74.00796787779458 40.71144733262069, -74.00746749369499 40.711566902706856, -74.00738921542694 40.71164226960667, -74.00698584118983 40.711737498536074, -74.00613488810247 40.711948152740675, -74.00603546695311 40.71190618829892, -74.00594294507677 40.711955680080415, -74.00546003126512 40.71207372105935, -74.00539122721696 40.71208058828199, -74.00532187546811 40.712082417488574, -74.00525261167793 40.71207919116982, -74.00518407076284 40.71207093963483, -74.00511043248477 40.71205390498952, -74.00503924397414 40.71203164272859, -74.00497114477763 40.71200435206025, -74.0049067463782 40.71197227873334)))",15.01,1,Manhattan,1501,1001501,I,MN25,Battery Park City-Lower Manhattan,3810,9130.698305,2814991.377
